V1,V2,V4,filter_$,VAR00002,hour
D70983,1000001,10/17/2014,1,1,6
B73800,1000003,10/17/2014,1,1,6
C72384,1000001,10/17/2014,1,1,6
D53289,1000001,10/17/2014,1,1,6
A25790,1000010,10/17/2014,1,1,6
C72130,1000001,10/17/2014,1,1,6
C72130,1000001,10/17/2014,1,1,6
A51260,1000001,10/17/2014,1,1,6
D73014,1000003,10/17/2014,1,1,6
A51260,1000001,10/17/2014,1,1,6
D72968,1000001,10/17/2014,1,1,6
C75181,1000001,10/17/2014,1,1,6
D73271,1000001,10/17/2014,1,1,6
E27796,1000003,10/17/2014,1,1,6
C54550,1000001,10/17/2014,1,1,6
C69858,1000011,10/17/2014,1,1,6
C75181,1000011,10/17/2014,1,1,6
D63898,1000011,10/17/2014,1,1,6
E57092,1000011,10/17/2014,1,1,6
E27796,1000001,10/17/2014,1,1,6
B73138,1000001,10/17/2014,1,1,6
E57092,1000010,10/17/2014,1,1,6
B76552,1000001,10/17/2014,1,1,6
D37509,1000001,10/17/2014,1,1,6
D78132,1000011,10/17/2014,1,1,6
D37509,1000001,10/17/2014,1,1,6
D78132,1000011,10/17/2014,1,1,6
B50194,1000011,10/17/2014,1,1,6
B73635,1000001,10/17/2014,1,1,6
B57628,1000003,10/17/2014,1,1,6
B57628,1000003,10/17/2014,1,1,6
B78338,1000010,10/17/2014,1,1,6
A62052,1000010,10/17/2014,1,1,6
B79697,1000010,10/17/2014,1,1,6
B65850,1000001,10/17/2014,1,1,6
C50169,1000011,10/17/2014,1,1,6
C77095,1000010,10/17/2014,1,1,6
D69445,1000001,10/17/2014,1,1,6
D73287,1000010,10/17/2014,1,1,6
A58589,1000001,10/17/2014,1,1,6
D78612,1000001,10/17/2014,1,1,6
E76311,1000011,10/17/2014,1,1,6
D60398,1000001,10/17/2014,1,1,6
E73645,1000001,10/17/2014,1,1,6
C50169,1000001,10/17/2014,1,1,6
C67012,1000010,10/17/2014,1,1,6
C67012,1000010,10/17/2014,1,1,6
A46412,1000001,10/17/2014,1,1,6
A46412,1000001,10/17/2014,1,1,6
D72968,1000003,10/17/2014,1,1,6
A58589,1000001,10/17/2014,1,1,6
C79390,1000011,10/17/2014,1,1,6
D75499,1000001,10/17/2014,1,1,6
D79576,1000011,10/17/2014,1,1,6
C79390,1000011,10/17/2014,1,1,6
D43280,1000003,10/17/2014,1,1,6
C78577,1000011,10/17/2014,1,1,6
D75499,1000003,10/17/2014,1,1,6
E73694,1000010,10/17/2014,1,1,6
C76744,1000010,10/17/2014,1,1,6
D78317,1000001,10/17/2014,1,1,6
A78353,1000010,10/17/2014,1,1,6
E79430,1000001,10/17/2014,1,1,6
C78577,1000010,10/17/2014,1,1,6
A78353,1000001,10/17/2014,1,1,6
E76493,1000011,10/17/2014,1,1,6
B54283,1000011,10/17/2014,1,1,6
E72277,1000010,10/17/2014,1,1,6
C59577,1000011,10/17/2014,1,1,6
D78317,1000001,10/17/2014,1,1,6
C59577,1000011,10/17/2014,1,1,6
C63983,1000001,10/17/2014,1,1,6
C63983,1000003,10/17/2014,1,1,6
B72896,1000011,10/17/2014,1,1,6
C78804,1000003,10/17/2014,1,1,6
B46347,1000001,10/17/2014,1,1,6
E76548,1000010,10/17/2014,1,1,6
A76721,1000010,10/17/2014,1,1,6
B71185,1000001,10/17/2014,1,1,6
E72277,1000011,10/17/2014,1,1,6
E16434,1000001,10/17/2014,1,1,6
C51592,1000011,10/17/2014,1,1,6
D60372,1000011,10/17/2014,1,1,6
E74445,1000001,10/17/2014,1,1,6
D77334,1000001,10/17/2014,1,1,6
A41531,1000001,10/17/2014,1,1,6
B59383,1000001,10/17/2014,1,1,6
B24184,1000001,10/17/2014,1,1,6
C76698,1000001,10/17/2014,1,1,6
A78795,1000001,10/17/2014,1,1,6
C47926,1000001,10/17/2014,1,1,6
D60372,1000001,10/17/2014,1,1,6
D72755,1000010,10/17/2014,1,1,6
C51592,1000010,10/17/2014,1,1,6
C78296,1000011,10/17/2014,1,1,6
B46347,1000001,10/17/2014,1,1,6
C51762,1000010,10/17/2014,1,1,6
C60127,1000011,10/17/2014,1,1,6
B65882,1000001,10/17/2014,1,1,6
D76755,1000010,10/17/2014,1,1,6
E32419,1000001,10/17/2014,1,1,6
D77281,1000011,10/17/2014,1,1,6
C76698,1000003,10/17/2014,1,1,6
B78436,1000011,10/17/2014,1,1,6
C60127,1000001,10/17/2014,1,1,6
A78795,1000003,10/17/2014,1,1,6
C51762,1000001,10/17/2014,1,1,6
C67249,1000003,10/17/2014,1,1,6
E51040,1000011,10/17/2014,1,1,6
E39043,1000001,10/17/2014,1,1,6
B74419,1000011,10/17/2014,1,1,6
A78795,1000011,10/17/2014,1,1,6
B78436,1000011,10/17/2014,1,1,6
E76311,1000011,10/17/2014,1,1,6
C76698,1000011,10/17/2014,1,1,6
A78941,1000011,10/17/2014,1,1,6
B32237,1000011,10/17/2014,1,1,6
D69382,1000011,10/17/2014,1,1,6
E51040,1000011,10/17/2014,1,1,6
A70137,1000001,10/17/2014,1,1,6
A77929,1000011,10/17/2014,1,1,6
A58844,1000011,10/17/2014,1,1,6
D36501,1000011,10/17/2014,1,1,6
E39043,1000001,10/17/2014,1,1,6
A73445,1000001,10/17/2014,1,1,6
B65207,1000001,10/17/2014,1,1,6
E49891,1000001,10/17/2014,1,1,6
E49891,1000001,10/17/2014,1,1,6
D69382,1000011,10/17/2014,1,1,6
E49891,1000001,10/17/2014,1,1,6
D50493,1000001,10/17/2014,1,1,6
D56814,1000001,10/17/2014,1,1,6
B79594,1000011,10/17/2014,1,1,6
C74568,1000011,10/17/2014,1,1,6
A74967,1000011,10/17/2014,1,1,6
C40637,1000011,10/17/2014,1,1,6
C40637,1000011,10/17/2014,1,1,6
C53951,1000011,10/17/2014,1,1,6
D57648,1000011,10/17/2014,1,1,6
A68245,1000011,10/17/2014,1,1,6
B56905,1000011,10/17/2014,1,1,6
A68245,1000011,10/17/2014,1,1,6
A73979,1000010,10/17/2014,1,1,6
E68587,1000010,10/17/2014,1,1,7
A62550,1000011,10/17/2014,1,1,7
A56378,1000003,10/17/2014,1,1,7
A79112,1000001,10/17/2014,1,1,7
A73979,1000001,10/17/2014,1,1,7
D74776,1000011,10/17/2014,1,1,7
D50493,1000003,10/17/2014,1,1,7
B78463,1000001,10/17/2014,1,1,7
C77676,1000011,10/17/2014,1,1,7
D56814,1000001,10/17/2014,1,1,7
B78463,1000010,10/17/2014,1,1,7
C73428,1000001,10/17/2014,1,1,7
C75362,1000003,10/17/2014,1,1,7
C67249,1000001,10/17/2014,1,1,7
A76808,1000011,10/17/2014,1,1,7
E75725,1000011,10/17/2014,1,1,7
A48751,1000011,10/17/2014,1,1,7
A79112,1000001,10/17/2014,1,1,7
E53469,1000011,10/17/2014,1,1,7
A76808,1000011,10/17/2014,1,1,7
B45472,1000010,10/17/2014,1,1,7
D58557,1000011,10/17/2014,1,1,7
E37841,1000003,10/17/2014,1,1,7
A48751,1000010,10/17/2014,1,1,7
D63093,1000001,10/17/2014,1,1,7
A78941,1000010,10/17/2014,1,1,7
B70788,1000011,10/17/2014,1,1,7
D63093,1000001,10/17/2014,1,1,7
A56378,1000001,10/17/2014,1,1,7
E79766,1000010,10/17/2014,1,1,7
B72617,1000010,10/17/2014,1,1,7
C53172,1000010,10/17/2014,1,1,7
B71806,1000001,10/17/2014,1,1,7
E54006,1000010,10/17/2014,1,1,7
B71806,1000001,10/17/2014,1,1,7
B69770,1000001,10/17/2014,1,1,7
B60024,1000003,10/17/2014,1,1,7
D37424,1000011,10/17/2014,1,1,7
A61654,1000001,10/17/2014,1,1,7
C75362,1000001,10/17/2014,1,1,7
E78729,1000011,10/17/2014,1,1,7
C75362,1000001,10/17/2014,1,1,7
D58557,1000001,10/17/2014,1,1,7
C48146,1000001,10/17/2014,1,1,7
A75299,1000010,10/17/2014,1,1,7
B48927,1000001,10/17/2014,1,1,7
A65537,1000001,10/17/2014,1,1,7
E79766,1000001,10/17/2014,1,1,7
A32620,1000001,10/17/2014,1,1,7
E73361,1000001,10/17/2014,1,1,7
B60024,1000003,10/17/2014,1,1,7
B69770,1000011,10/17/2014,1,1,7
E67186,1000003,10/17/2014,1,1,7
B70788,1000011,10/17/2014,1,1,7
C48146,1000001,10/17/2014,1,1,7
D65340,1000010,10/17/2014,1,1,7
B61294,1000003,10/17/2014,1,1,7
B75015,1000003,10/17/2014,1,1,7
D32700,1000001,10/17/2014,1,1,7
A32620,1000001,10/17/2014,1,1,7
B63205,1000001,10/17/2014,1,1,7
D56215,1000011,10/17/2014,1,1,7
D68299,1000001,10/17/2014,1,1,7
A76054,1000001,10/17/2014,1,1,7
E71259,1000001,10/17/2014,1,1,7
B64631,1000001,10/17/2014,1,1,7
A76054,1000001,10/17/2014,1,1,7
E60605,1000010,10/17/2014,1,1,7
B57138,1000001,10/17/2014,1,1,7
A65552,1000010,10/17/2014,1,1,7
E32150,1000011,10/17/2014,1,1,7
B70616,1000001,10/17/2014,1,1,7
E54006,1000011,10/17/2014,1,1,7
E79766,1000003,10/17/2014,1,1,7
B61768,1000010,10/17/2014,1,1,7
E72862,1000001,10/17/2014,1,1,7
B45472,1000003,10/17/2014,1,1,7
C55398,1000001,10/17/2014,1,1,7
C71406,1000010,10/17/2014,1,1,7
B70616,1000003,10/17/2014,1,1,7
C78308,1000010,10/17/2014,1,1,7
B76254,1000010,10/17/2014,1,1,7
E32150,1000011,10/17/2014,1,1,7
C69763,1000010,10/17/2014,1,1,7
B64631,1000001,10/17/2014,1,1,7
D68299,1000001,10/17/2014,1,1,7
B30195,1000011,10/17/2014,1,1,7
C69763,1000010,10/17/2014,1,1,7
B57138,1000001,10/17/2014,1,1,7
B78452,1000010,10/17/2014,1,1,7
C78848,1000001,10/17/2014,1,1,7
B79000,1000003,10/17/2014,1,1,7
B63208,1000011,10/17/2014,1,1,7
D76132,1000001,10/17/2014,1,1,7
C79116,1000001,10/17/2014,1,1,7
D73278,1000011,10/17/2014,1,1,7
A54531,1000003,10/17/2014,1,1,7
B74746,1000001,10/17/2014,1,1,7
B74746,1000001,10/17/2014,1,1,7
C78848,1000001,10/17/2014,1,1,7
B76240,1000010,10/17/2014,1,1,7
D69618,1000011,10/17/2014,1,1,7
C79116,1000001,10/17/2014,1,1,7
B33586,1000003,10/17/2014,1,1,7
E72541,1000001,10/17/2014,1,1,7
E72862,1000001,10/17/2014,1,1,7
D54826,1000001,10/17/2014,1,1,7
D77910,1000003,10/17/2014,1,1,7
E71259,1000001,10/17/2014,1,1,7
B74811,1000003,10/17/2014,1,1,7
D39041,1000003,10/17/2014,1,1,7
D73278,1000001,10/17/2014,1,1,7
A64798,1000001,10/17/2014,1,1,7
E74897,1000001,10/17/2014,1,1,7
C77346,1000003,10/17/2014,1,1,7
E70356,1000001,10/17/2014,1,1,7
B79452,1000010,10/17/2014,1,1,7
D40896,1000001,10/17/2014,1,1,7
C55821,1000001,10/17/2014,1,1,7
C77346,1000003,10/17/2014,1,1,7
D74868,1000003,10/17/2014,1,1,7
E58218,1000003,10/17/2014,1,1,7
A42471,1000011,10/17/2014,1,1,7
B45472,1000001,10/17/2014,1,1,7
C74606,1000011,10/17/2014,1,1,7
C74606,1000011,10/17/2014,1,1,7
A54531,1000011,10/17/2014,1,1,7
B78704,1000001,10/17/2014,1,1,7
D70672,1000001,10/17/2014,1,1,7
D74868,1000003,10/17/2014,1,1,7
E44326,1000003,10/17/2014,1,1,7
C36487,1000010,10/17/2014,1,1,7
C54417,1000011,10/17/2014,1,1,7
B78452,1000011,10/17/2014,1,1,7
C78637,1000003,10/17/2014,1,1,7
C79643,1000011,10/17/2014,1,1,7
D76132,1000001,10/17/2014,1,1,7
D50493,1000003,10/17/2014,1,1,7
C76508,1000001,10/17/2014,1,1,7
E69849,1000001,10/17/2014,1,1,7
D71246,1000003,10/17/2014,1,1,7
C74774,1000001,10/17/2014,1,1,7
D45123,1000010,10/17/2014,1,1,7
D68151,1000001,10/17/2014,1,1,7
D77781,1000001,10/17/2014,1,1,7
D78944,1000011,10/17/2014,1,1,7
C56382,1000010,10/17/2014,1,1,7
B79669,1000010,10/17/2014,1,1,7
C78637,1000001,10/17/2014,1,1,7
D53142,1000010,10/17/2014,1,1,7
C79643,1000011,10/17/2014,1,1,7
A42471,1000001,10/17/2014,1,1,7
D76173,1000001,10/17/2014,1,1,7
E63924,1000001,10/17/2014,1,1,7
E70356,1000003,10/17/2014,1,1,7
E70356,1000003,10/17/2014,1,1,7
D76173,1000001,10/17/2014,1,1,7
B34140,1000003,10/17/2014,1,1,7
A40483,1000003,10/17/2014,1,1,7
A67545,1000001,10/17/2014,1,1,7
A78245,1000001,10/17/2014,1,1,7
C74115,1000010,10/17/2014,1,1,7
B72644,1000001,10/17/2014,1,1,7
A66833,1000003,10/17/2014,1,1,7
B72644,1000001,10/17/2014,1,1,7
B33644,1000001,10/17/2014,1,1,7
E77870,1000003,10/17/2014,1,1,7
E70901,1000001,10/17/2014,1,1,7
B77903,1000003,10/17/2014,1,1,7
E73989,1000001,10/17/2014,1,1,7
B34140,1000003,10/17/2014,1,1,7
B62145,1000010,10/17/2014,1,1,7
A70787,1000010,10/17/2014,1,1,7
E41991,1000001,10/17/2014,1,1,7
D68151,1000001,10/17/2014,1,1,7
E44326,1000001,10/17/2014,1,1,7
A42471,1000001,10/17/2014,1,1,7
A62065,1000001,10/17/2014,1,1,7
A66833,1000003,10/17/2014,1,1,7
C74115,1000010,10/17/2014,1,1,7
E71269,1000010,10/17/2014,1,1,7
A68807,1000001,10/17/2014,1,1,7
E73989,1000001,10/17/2014,1,1,7
A69600,1000003,10/17/2014,1,1,7
A76142,1000001,10/17/2014,1,1,7
E51575,1000003,10/17/2014,1,1,7
E51274,1000003,10/17/2014,1,1,7
C64724,1000010,10/17/2014,1,1,7
D74930,1000001,10/17/2014,1,1,7
E79016,1000001,10/17/2014,1,1,7
A72692,1000003,10/17/2014,1,1,7
D56195,1000001,10/17/2014,1,1,7
A61792,1000001,10/17/2014,1,1,7
C59847,1000010,10/17/2014,1,1,7
A61340,1000003,10/17/2014,1,1,7
D78760,1000001,10/17/2014,1,1,7
E51575,1000003,10/17/2014,1,1,7
B62145,1000011,10/17/2014,1,1,7
D78715,1000001,10/17/2014,1,1,7
D78760,1000001,10/17/2014,1,1,7
E70901,1000001,10/17/2014,1,1,7
C71553,1000010,10/17/2014,1,1,7
E71428,1000003,10/17/2014,1,1,7
A61792,1000001,10/17/2014,1,1,7
A69600,1000003,10/17/2014,1,1,7
C69099,1000010,10/17/2014,1,1,7
E62141,1000003,10/17/2014,1,1,7
C48205,1000010,10/17/2014,1,1,7
A40483,1000011,10/17/2014,1,1,7
C48205,1000010,10/17/2014,1,1,7
A34205,1000001,10/17/2014,1,1,7
B78756,1000010,10/17/2014,1,1,7
E51274,1000001,10/17/2014,1,1,7
A72692,1000003,10/17/2014,1,1,7
B47049,1000011,10/17/2014,1,1,7
E66730,1000010,10/17/2014,1,1,7
A65058,1000001,10/17/2014,1,1,7
B79326,1000010,10/17/2014,1,1,7
B79326,1000010,10/17/2014,1,1,7
C72198,1000003,10/17/2014,1,1,7
A68807,1000001,10/17/2014,1,1,7
C70052,1000001,10/17/2014,1,1,7
C73750,1000011,10/17/2014,1,1,7
D77007,1000010,10/17/2014,1,1,7
A61792,1000003,10/17/2014,1,1,7
B68075,1000001,10/17/2014,1,1,7
A28466,1000003,10/17/2014,1,1,7
A68582,1000011,10/17/2014,1,1,7
E59244,1000003,10/17/2014,1,1,7
C72198,1000003,10/17/2014,1,1,7
D37098,1000001,10/17/2014,1,1,7
B69982,1000011,10/17/2014,1,1,7
B70674,1000010,10/17/2014,1,1,7
D74183,1000001,10/17/2014,1,1,7
E71428,1000003,10/17/2014,1,1,7
C79275,1000001,10/17/2014,1,1,7
A76142,1000003,10/17/2014,1,1,7
B77073,1000010,10/17/2014,1,1,7
A76142,1000011,10/17/2014,1,1,7
E78894,1000001,10/17/2014,1,1,7
A42464,1000010,10/17/2014,1,1,7
E34748,1000010,10/17/2014,1,1,7
E73975,1000001,10/17/2014,1,1,7
E53978,1000001,10/17/2014,1,1,7
E62141,1000001,10/17/2014,1,1,7
E72862,1000003,10/17/2014,1,1,7
D71142,1000001,10/17/2014,1,1,7
A41446,1000011,10/17/2014,1,1,7
A69323,1000001,10/17/2014,1,1,7
C63634,1000010,10/17/2014,1,1,7
D68912,1000001,10/17/2014,1,1,7
D68912,1000011,10/17/2014,1,1,7
CE8350,1000001,10/17/2014,1,1,7
B76305,1000001,10/17/2014,1,1,7
A58475,1000001,10/17/2014,1,1,7
C37845,1000001,10/17/2014,1,1,7
D56207,1000011,10/17/2014,1,1,7
A78714,1000010,10/17/2014,1,1,7
A58810,1000001,10/17/2014,1,1,7
E72862,1000001,10/17/2014,1,1,7
A58475,1000001,10/17/2014,1,1,7
C76278,1000003,10/17/2014,1,1,7
A28466,1000001,10/17/2014,1,1,7
B42888,1000001,10/17/2014,1,1,7
B43589,1000010,10/17/2014,1,1,7
D73809,1000011,10/17/2014,1,1,7
A64422,1000011,10/17/2014,1,1,7
A73375,1000011,10/17/2014,1,1,7
C37845,1000001,10/17/2014,1,1,7
D46823,1000010,10/17/2014,1,1,7
D70663,1000011,10/17/2014,1,1,7
B75015,1000011,10/17/2014,1,1,7
C79321,1000011,10/17/2014,1,1,7
B67441,1000001,10/17/2014,1,1,7
C53707,1000010,10/17/2014,1,1,7
D70101,1000011,10/17/2014,1,1,7
D73809,1000010,10/17/2014,1,1,7
A73177,1000001,10/17/2014,1,1,7
B63777,1000001,10/17/2014,1,1,7
A73177,1000001,10/17/2014,1,1,7
A78161,1000011,10/17/2014,1,1,7
B70674,1000010,10/17/2014,1,1,7
C76278,1000003,10/17/2014,1,1,7
E55211,1000010,10/17/2014,1,1,7
E73496,1000010,10/17/2014,1,1,7
B62887,1000001,10/17/2014,1,1,7
C63634,1000010,10/17/2014,1,1,7
D18826,1000010,10/17/2014,1,1,7
B67441,1000001,10/17/2014,1,1,7
C71877,1000011,10/17/2014,1,1,7
D73279,1000011,10/17/2014,1,1,7
E48520,1000011,10/17/2014,1,1,7
E76065,1000010,10/17/2014,1,1,7
C36432,1000010,10/17/2014,1,1,7
D73279,1000011,10/17/2014,1,1,7
A17742,1000003,10/17/2014,1,1,7
C74847,1000003,10/17/2014,1,1,7
E51933,1000003,10/17/2014,1,1,7
E56357,1000001,10/17/2014,1,1,7
B62887,1000011,10/17/2014,1,1,7
E72449,1000010,10/17/2014,1,1,7
A72607,1000001,10/17/2014,1,1,7
E62167,1000001,10/17/2014,1,1,7
A30759,1000003,10/17/2014,1,1,7
C73074,1000010,10/17/2014,1,1,7
D73902,1000001,10/17/2014,1,1,7
B56936,1000001,10/17/2014,1,1,7
E26441,1000011,10/17/2014,1,1,7
E56357,1000001,10/17/2014,1,1,7
E76065,1000010,10/17/2014,1,1,7
A78471,1000010,10/17/2014,1,1,7
E65472,1000011,10/17/2014,1,1,7
E65472,1000011,10/17/2014,1,1,7
E72449,1000001,10/17/2014,1,1,7
B55338,1000011,10/17/2014,1,1,7
B73289,1000011,10/17/2014,1,1,7
C63769,1000010,10/17/2014,1,1,7
D69963,1000011,10/17/2014,1,1,7
E63483,1000003,10/17/2014,1,1,7
A58810,1000001,10/17/2014,1,1,7
A78889,1000003,10/17/2014,1,1,7
B61099,1000001,10/17/2014,1,1,7
B67460,1000003,10/17/2014,1,1,7
D69370,1000001,10/17/2014,1,1,7
A54472,1000011,10/17/2014,1,1,7
C63769,1000011,10/17/2014,1,1,7
E63483,1000001,10/17/2014,1,1,7
A65681,1000011,10/17/2014,1,1,7
E55211,1000001,10/17/2014,1,1,7
E48488,1000010,10/17/2014,1,1,7
A76071,1000011,10/17/2014,1,1,7
A78889,1000003,10/17/2014,1,1,7
D57148,1000003,10/17/2014,1,1,7
E30290,1000001,10/17/2014,1,1,7
A49485,1000001,10/17/2014,1,1,7
C67780,1000011,10/17/2014,1,1,7
E73415,1000003,10/17/2014,1,1,7
A60631,1000003,10/17/2014,1,1,7
C64663,1000010,10/17/2014,1,1,7
A75535,1000011,10/17/2014,1,1,7
B69635,1000001,10/17/2014,1,1,7
B67887,1000001,10/17/2014,1,1,7
D76866,1000001,10/17/2014,1,1,7
A68333,1000003,10/17/2014,1,1,7
A78889,1000001,10/17/2014,1,1,7
B52976,1000001,10/17/2014,1,1,7
B67460,1000001,10/17/2014,1,1,7
A78471,1000011,10/17/2014,1,1,7
B73156,1000001,10/17/2014,1,1,7
A68848,1000010,10/17/2014,1,1,7
D41682,1000011,10/17/2014,1,1,7
B67460,1000001,10/17/2014,1,1,7
D76778,1000011,10/17/2014,1,1,7
D78465,1000011,10/17/2014,1,1,7
A30759,1000001,10/17/2014,1,1,7
B66605,1000011,10/17/2014,1,1,7
C73074,1000001,10/17/2014,1,1,7
D37939,1000011,10/17/2014,1,1,7
E33044,1000001,10/17/2014,1,1,7
A38476,1000001,10/17/2014,1,1,7
B69994,1000003,10/17/2014,1,1,7
E73748,1000011,10/17/2014,1,1,7
B67303,1000001,10/17/2014,1,1,7
B70621,1000001,10/17/2014,1,1,7
B71837,1000001,10/17/2014,1,1,7
B69994,1000003,10/17/2014,1,1,7
B73156,1000001,10/17/2014,1,1,7
B77475,1000011,10/17/2014,1,1,7
C54794,1000003,10/17/2014,1,1,7
D35523,1000010,10/17/2014,1,1,7
E53354,1000003,10/17/2014,1,1,7
B60722,1000001,10/17/2014,1,1,7
D41682,1000011,10/17/2014,1,1,7
A77737,1000001,10/17/2014,1,1,7
B74886,1000011,10/17/2014,1,1,7
A17742,1000010,10/17/2014,1,1,7
B50615,1000001,10/17/2014,1,1,7
A73854,1000003,10/17/2014,1,1,7
B77475,1000001,10/17/2014,1,1,7
C73074,1000001,10/17/2014,1,1,7
D61945,1000001,10/17/2014,1,1,7
B60722,1000010,10/17/2014,1,1,7
B67904,1000001,10/17/2014,1,1,7
A66601,1000011,10/17/2014,1,1,7
D66093,1000003,10/17/2014,1,1,7
D35523,1000010,10/17/2014,1,1,7
E66524,1000003,10/17/2014,1,1,7
D42087,1000010,10/17/2014,1,1,7
E64164,1000010,10/17/2014,1,1,7
D71218,1000001,10/17/2014,1,1,7
A78889,1000003,10/17/2014,1,1,7
B37927,1000011,10/17/2014,1,1,7
E30290,1000001,10/17/2014,1,1,7
D74473,1000001,10/17/2014,1,1,7
A49485,1000011,10/17/2014,1,1,7
B37927,1000001,10/17/2014,1,1,7
B38912,1000001,10/17/2014,1,1,7
B79697,1000001,10/17/2014,1,1,7
E53354,1000001,10/17/2014,1,1,7
B71837,1000001,10/17/2014,1,1,7
E75900,1000001,10/17/2014,1,1,7
A66848,1000011,10/17/2014,1,1,7
B67303,1000001,10/17/2014,1,1,7
B73513,1000001,10/17/2014,1,1,7
E33044,1000003,10/17/2014,1,1,7
E46774,1000011,10/17/2014,1,1,7
C75456,1000003,10/17/2014,1,1,7
E48488,1000001,10/17/2014,1,1,7
A47892,1000011,10/17/2014,1,1,7
D54293,1000003,10/17/2014,1,1,7
C42994,1000003,10/17/2014,1,1,7
C67780,1000011,10/17/2014,1,1,7
C73651,1000010,10/17/2014,1,1,7
D72889,1000001,10/17/2014,1,1,7
B73156,1000001,10/17/2014,1,1,7
D54293,1000001,10/17/2014,1,1,7
E68625,1000011,10/17/2014,1,1,7
A47892,1000011,10/17/2014,1,1,7
B67887,1000003,10/17/2014,1,1,7
B50615,1000001,10/17/2014,1,1,7
A75593,1000001,10/17/2014,1,1,7
E70354,1000010,10/17/2014,1,1,7
A75455,1000010,10/17/2014,1,1,7
B73513,1000001,10/17/2014,1,1,7
E66524,1000003,10/17/2014,1,1,7
B74328,1000011,10/17/2014,1,1,7
E72771,1000010,10/17/2014,1,1,7
